Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
30,1.0,0.0,0.0,2703.0,10.0,108.0,10906.0,0.1,58.96,0.0,0.0,2242.6328144073486,,,,,,,,,,,,,,,,,,,,,16.336733476657482,19.87918179270108,57.31019586605723,-4.990009995001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.0,0.0,0.0,3176.0,11.0,473.0,11379.0,0.1,420.68000000000075,0.0,0.0,2285.8038942813873,,,,,,,,,,,,,,,,,,,,,171.33849736795062,101.57654307232208,340.3171847973693,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.0,0.0,0.0,3217.0,12.0,41.0,11420.0,0.1,25.16,0.0,0.0,2289.831033229828,,,,,,,,,,,,,,,,,,,,,3.9941592087836355,10.177800738707198,25.046307040213257,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.0,0.0,0.0,3515.0,13.0,298.0,11718.0,0.1,258.04,0.0,0.0,2316.743408203125,,,,,,,,,,,,,,,,,,,,,98.29803309445629,77.68473754923426,229.20536766782027,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,0.0,3725.0,14.0,210.0,11928.0,0.1,189.48000000000027,0.0,0.0,2336.102005004883,,,,,,,,,,,,,,,,,,,,,75.17011340575066,55.004575197425375,174.0421865156371,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,0.0,3789.0,15.0,64.0,11992.0,0.1,21.800000000000026,0.0,0.0,2342.109499692917,,,,,,,,,,,,,,,,,,,,,-0.8133993714554951,11.091337160698998,21.895827318583017,-13.909363000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,0.0,4018.0,16.0,229.0,12221.0,0.1,184.80000000000038,0.0,0.0,2363.50048160553,,,,,,,,,,,,,,,,,,,,,77.27859704317991,52.22288818171817,167.43790965851923,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,0.0,4269.0,17.0,251.0,12472.0,0.1,241.14000000000044,0.0,0.0,2386.2543234825134,,,,,,,,,,,,,,,,,,,,,103.21365713509896,71.93337723456224,215.66448536533565,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,0.0,4758.0,18.0,489.0,12961.0,0.1,425.2600000000008,0.0,0.0,2430.7837562561035,,,,,,,,,,,,,,,,,,,,,188.01731655569543,111.23902104949923,333.9871725622167,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,0.0,4837.0,19.0,79.0,13040.0,0.1,49.98,0.0,0.0,2438.0461909770966,,,,,,,,,,,,,,,,,,,,,11.00078274044689,16.703976144071444,49.20930756933582,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,0.0,5666.0,20.0,829.0,13869.0,0.1,771.2199999999959,0.0,0.0,2513.7463421821594,,,,,,,,,,,,,,,,,,,,,290.1289567893358,154.96649740748842,531.7660952460375,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
